#curie_map:
#  FBbt: http://purl.obolibrary.org/obo/FBbt_
#  ORCID: https://orcid.org/
#  larvalbrain_axon_tract: http://www.larvalbrain.org/#/browse/axontract/
#  larvalbrain_neuropil: http://www.larvalbrain.org/#/browse/neuropil/
#  obo: http://purl.obolibrary.org/obo/
#mapping_set_id: http://purl.obolibrary.org/obo/fbbt/mappings/larvalbrain.sssom.tsv
#creator_id:
#  - ORCID:0000-0002-1373-1705
#license: https://creativecommons.org/licenses/by/4.0/
#subject_source: obo:fbbt.owl
#mapping_date: 2024-07-11
subject_id	subject_label	predicate_id	object_id	mapping_justification
FBbt:00001973	larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:564	semapv:ManualMappingCuration
FBbt:00001974	larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:377	semapv:ManualMappingCuration
FBbt:00001974	larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:555	semapv:ManualMappingCuration
FBbt:00001975	larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:390	semapv:ManualMappingCuration
FBbt:00001975	larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:568	semapv:ManualMappingCuration
FBbt:00005905	C1 fascicle	skos:exactMatch	larvalbrain_axon_tract:45	semapv:ManualMappingCuration
FBbt:00005906	C2 fascicle	skos:broadMatch	larvalbrain_axon_tract:93	semapv:ManualMappingCuration
FBbt:00005907	C3 fascicle	skos:broadMatch	larvalbrain_axon_tract:93	semapv:ManualMappingCuration
FBbt:00005909	DM fascicle	skos:exactMatch	larvalbrain_axon_tract:8	semapv:ManualMappingCuration
FBbt:00005910	VM fascicle	skos:exactMatch	larvalbrain_axon_tract:24	semapv:ManualMappingCuration
FBbt:00007063	embryonic/larval ventromedial cerebrum	skos:exactMatch	larvalbrain_neuropil:437	semapv:ManualMappingCuration
FBbt:00007063	embryonic/larval ventromedial cerebrum	skos:exactMatch	larvalbrain_neuropil:615	semapv:ManualMappingCuration
FBbt:00007064	embryonic/larval superior lateral protocerebrum	skos:exactMatch	larvalbrain_neuropil:408	semapv:ManualMappingCuration
FBbt:00007064	embryonic/larval superior lateral protocerebrum	skos:exactMatch	larvalbrain_neuropil:586	semapv:ManualMappingCuration
FBbt:00007067	embryonic/larval lateral accessory lobe	skos:exactMatch	larvalbrain_neuropil:375	semapv:ManualMappingCuration
FBbt:00007067	embryonic/larval lateral accessory lobe	skos:exactMatch	larvalbrain_neuropil:553	semapv:ManualMappingCuration
FBbt:00007068	embryonic/larval ventrolateral protocerebrum	skos:exactMatch	larvalbrain_neuropil:422	semapv:ManualMappingCuration
FBbt:00007068	embryonic/larval ventrolateral protocerebrum	skos:exactMatch	larvalbrain_neuropil:600	semapv:ManualMappingCuration
FBbt:00007070	embryonic/larval posterior inferior protocerebrum	skos:exactMatch	larvalbrain_neuropil:404	semapv:ManualMappingCuration
FBbt:00007070	embryonic/larval posterior inferior protocerebrum	skos:exactMatch	larvalbrain_neuropil:582	semapv:ManualMappingCuration
FBbt:00007118	embryonic/larval crepine	skos:exactMatch	larvalbrain_neuropil:287	semapv:ManualMappingCuration
FBbt:00007118	embryonic/larval crepine	skos:exactMatch	larvalbrain_neuropil:465	semapv:ManualMappingCuration
FBbt:00007122	larval dorsal posterior protocerebral tract	skos:narrowMatch	larvalbrain_axon_tract:12	semapv:ManualMappingCuration
FBbt:00007122	larval dorsal posterior protocerebral tract	skos:narrowMatch	larvalbrain_axon_tract:13	semapv:ManualMappingCuration
FBbt:00007122	larval dorsal posterior protocerebral tract	skos:narrowMatch	larvalbrain_axon_tract:14	semapv:ManualMappingCuration
FBbt:00007127	embryonic/larval antennal lobe	skos:exactMatch	larvalbrain_neuropil:374	semapv:ManualMappingCuration
FBbt:00007127	embryonic/larval antennal lobe	skos:exactMatch	larvalbrain_neuropil:552	semapv:ManualMappingCuration
FBbt:00007148	embryonic/larval antennal lobe tract	skos:narrowMatch	larvalbrain_axon_tract:4	semapv:ManualMappingCuration
FBbt:00007148	embryonic/larval antennal lobe tract	skos:exactMatch	larvalbrain_axon_tract:3	semapv:ManualMappingCuration
FBbt:00007191	calyx of larval mushroom body	skos:exactMatch	larvalbrain_neuropil:289	semapv:ManualMappingCuration
FBbt:00007191	calyx of larval mushroom body	skos:exactMatch	larvalbrain_neuropil:467	semapv:ManualMappingCuration
FBbt:00007377	embryonic/larval tritocerebral commissure	skos:exactMatch	larvalbrain_axon_tract:90	semapv:ManualMappingCuration
FBbt:00007711	larval T1 leg neuropil	skos:exactMatch	larvalbrain_neuropil:412	semapv:ManualMappingCuration
FBbt:00007711	larval T1 leg neuropil	skos:exactMatch	larvalbrain_neuropil:590	semapv:ManualMappingCuration
FBbt:00007712	larval T2 leg neuropil	skos:exactMatch	larvalbrain_neuropil:414	semapv:ManualMappingCuration
FBbt:00007712	larval T2 leg neuropil	skos:exactMatch	larvalbrain_neuropil:592	semapv:ManualMappingCuration
FBbt:00007713	larval T3 leg neuropil	skos:exactMatch	larvalbrain_neuropil:416	semapv:ManualMappingCuration
FBbt:00007713	larval T3 leg neuropil	skos:exactMatch	larvalbrain_neuropil:594	semapv:ManualMappingCuration
FBbt:00007717	central domain of larval tritocerebrum	skos:exactMatch	larvalbrain_neuropil:304	semapv:ManualMappingCuration
FBbt:00007717	central domain of larval tritocerebrum	skos:exactMatch	larvalbrain_neuropil:482	semapv:ManualMappingCuration
FBbt:00007718	centromedial domain of larval tritocerebrum	skos:exactMatch	larvalbrain_neuropil:335	semapv:ManualMappingCuration
FBbt:00007718	centromedial domain of larval tritocerebrum	skos:exactMatch	larvalbrain_neuropil:513	semapv:ManualMappingCuration
FBbt:00007719	dorsal domain of larval tritocerebrum	skos:exactMatch	larvalbrain_neuropil:368	semapv:ManualMappingCuration
FBbt:00007719	dorsal domain of larval tritocerebrum	skos:exactMatch	larvalbrain_neuropil:546	semapv:ManualMappingCuration
FBbt:00007720	ventromedial domain of larval tritocerebrum	skos:exactMatch	larvalbrain_neuropil:453	semapv:ManualMappingCuration
FBbt:00007720	ventromedial domain of larval tritocerebrum	skos:exactMatch	larvalbrain_neuropil:631	semapv:ManualMappingCuration
FBbt:00007721	embryonic/larval superior intermediate protocerebrum	skos:exactMatch	larvalbrain_neuropil:407	semapv:ManualMappingCuration
FBbt:00007721	embryonic/larval superior intermediate protocerebrum	skos:exactMatch	larvalbrain_neuropil:585	semapv:ManualMappingCuration
FBbt:00007722	embryonic/larval nodulus - primordial	skos:exactMatch	larvalbrain_neuropil:399	semapv:ManualMappingCuration
FBbt:00007722	embryonic/larval nodulus - primordial	skos:exactMatch	larvalbrain_neuropil:577	semapv:ManualMappingCuration
FBbt:00007723	embryonic/larval posterior lateral protocerebrum	skos:exactMatch	larvalbrain_neuropil:394	semapv:ManualMappingCuration
FBbt:00007723	embryonic/larval posterior lateral protocerebrum	skos:exactMatch	larvalbrain_neuropil:572	semapv:ManualMappingCuration
FBbt:00007724	embryonic/larval posterior ventromedial cerebrum	skos:exactMatch	larvalbrain_neuropil:405	semapv:ManualMappingCuration
FBbt:00007724	embryonic/larval posterior ventromedial cerebrum	skos:exactMatch	larvalbrain_neuropil:583	semapv:ManualMappingCuration
FBbt:00007725	embryonic/larval anterior ventromedial cerebrum	skos:exactMatch	larvalbrain_neuropil:288	semapv:ManualMappingCuration
FBbt:00007725	embryonic/larval anterior ventromedial cerebrum	skos:exactMatch	larvalbrain_neuropil:466	semapv:ManualMappingCuration
FBbt:00011929	embryonic/larval mushroom body	skos:exactMatch	larvalbrain_neuropil:385	semapv:ManualMappingCuration
FBbt:00011929	embryonic/larval mushroom body	skos:exactMatch	larvalbrain_neuropil:563	semapv:ManualMappingCuration
FBbt:00015000	centrolateral domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:318	semapv:ManualMappingCuration
FBbt:00015000	centrolateral domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:496	semapv:ManualMappingCuration
FBbt:00015001	centromedial domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:333	semapv:ManualMappingCuration
FBbt:00015001	centromedial domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:511	semapv:ManualMappingCuration
FBbt:00015002	dorsolateral domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:351	semapv:ManualMappingCuration
FBbt:00015002	dorsolateral domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:529	semapv:ManualMappingCuration
FBbt:00015003	dorsomedial domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:366	semapv:ManualMappingCuration
FBbt:00015003	dorsomedial domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:544	semapv:ManualMappingCuration
FBbt:00015004	ventrolateral domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:435	semapv:ManualMappingCuration
FBbt:00015004	ventrolateral domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:613	semapv:ManualMappingCuration
FBbt:00015005	ventromedial domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:451	semapv:ManualMappingCuration
FBbt:00015005	ventromedial domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:629	semapv:ManualMappingCuration
FBbt:00015006	central domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:302	semapv:ManualMappingCuration
FBbt:00015006	central domain of larval T2 neuromere	skos:exactMatch	larvalbrain_neuropil:480	semapv:ManualMappingCuration
FBbt:00015007	centrolateral domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:319	semapv:ManualMappingCuration
FBbt:00015007	centrolateral domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:497	semapv:ManualMappingCuration
FBbt:00015008	centromedial domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:334	semapv:ManualMappingCuration
FBbt:00015008	centromedial domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:512	semapv:ManualMappingCuration
FBbt:00015009	dorsolateral domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:352	semapv:ManualMappingCuration
FBbt:00015009	dorsolateral domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:530	semapv:ManualMappingCuration
FBbt:00015010	dorsomedial domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:367	semapv:ManualMappingCuration
FBbt:00015010	dorsomedial domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:545	semapv:ManualMappingCuration
FBbt:00015011	ventrolateral domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:436	semapv:ManualMappingCuration
FBbt:00015011	ventrolateral domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:614	semapv:ManualMappingCuration
FBbt:00015012	ventromedial domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:452	semapv:ManualMappingCuration
FBbt:00015012	ventromedial domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:630	semapv:ManualMappingCuration
FBbt:00015013	central domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:303	semapv:ManualMappingCuration
FBbt:00015013	central domain of larval T3 neuromere	skos:exactMatch	larvalbrain_neuropil:481	semapv:ManualMappingCuration
FBbt:00015014	centrolateral domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:317	semapv:ManualMappingCuration
FBbt:00015014	centrolateral domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:495	semapv:ManualMappingCuration
FBbt:00015015	centromedial domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:332	semapv:ManualMappingCuration
FBbt:00015015	centromedial domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:510	semapv:ManualMappingCuration
FBbt:00015016	dorsolateral domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:350	semapv:ManualMappingCuration
FBbt:00015016	dorsolateral domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:528	semapv:ManualMappingCuration
FBbt:00015017	dorsomedial domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:365	semapv:ManualMappingCuration
FBbt:00015017	dorsomedial domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:543	semapv:ManualMappingCuration
FBbt:00015018	ventrolateral domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:434	semapv:ManualMappingCuration
FBbt:00015018	ventrolateral domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:612	semapv:ManualMappingCuration
FBbt:00015019	ventromedial domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:450	semapv:ManualMappingCuration
FBbt:00015019	ventromedial domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:628	semapv:ManualMappingCuration
FBbt:00015020	central domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:301	semapv:ManualMappingCuration
FBbt:00015020	central domain of larval T1 neuromere	skos:exactMatch	larvalbrain_neuropil:479	semapv:ManualMappingCuration
FBbt:00015021	centrolateral domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:314	semapv:ManualMappingCuration
FBbt:00015021	centrolateral domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:492	semapv:ManualMappingCuration
FBbt:00015022	centromedial domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:329	semapv:ManualMappingCuration
FBbt:00015022	centromedial domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:507	semapv:ManualMappingCuration
FBbt:00015023	dorsolateral domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:347	semapv:ManualMappingCuration
FBbt:00015023	dorsolateral domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:525	semapv:ManualMappingCuration
FBbt:00015024	dorsomedial domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:362	semapv:ManualMappingCuration
FBbt:00015024	dorsomedial domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:540	semapv:ManualMappingCuration
FBbt:00015025	ventrolateral domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:431	semapv:ManualMappingCuration
FBbt:00015025	ventrolateral domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:609	semapv:ManualMappingCuration
FBbt:00015026	ventromedial domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:447	semapv:ManualMappingCuration
FBbt:00015026	ventromedial domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:625	semapv:ManualMappingCuration
FBbt:00015027	central domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:298	semapv:ManualMappingCuration
FBbt:00015027	central domain of larval labial neuromere	skos:exactMatch	larvalbrain_neuropil:476	semapv:ManualMappingCuration
FBbt:00015028	centrolateral domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:315	semapv:ManualMappingCuration
FBbt:00015028	centrolateral domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:493	semapv:ManualMappingCuration
FBbt:00015029	centromedial domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:330	semapv:ManualMappingCuration
FBbt:00015029	centromedial domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:508	semapv:ManualMappingCuration
FBbt:00015030	dorsolateral domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:348	semapv:ManualMappingCuration
FBbt:00015030	dorsolateral domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:526	semapv:ManualMappingCuration
FBbt:00015031	dorsomedial domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:363	semapv:ManualMappingCuration
FBbt:00015031	dorsomedial domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:541	semapv:ManualMappingCuration
FBbt:00015032	ventrolateral domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:432	semapv:ManualMappingCuration
FBbt:00015032	ventrolateral domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:610	semapv:ManualMappingCuration
FBbt:00015033	ventromedial domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:448	semapv:ManualMappingCuration
FBbt:00015033	ventromedial domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:626	semapv:ManualMappingCuration
FBbt:00015034	central domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:299	semapv:ManualMappingCuration
FBbt:00015034	central domain of larval mandibular neuromere	skos:exactMatch	larvalbrain_neuropil:477	semapv:ManualMappingCuration
FBbt:00015035	centrolateral domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:316	semapv:ManualMappingCuration
FBbt:00015035	centrolateral domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:494	semapv:ManualMappingCuration
FBbt:00015036	centromedial domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:331	semapv:ManualMappingCuration
FBbt:00015036	centromedial domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:509	semapv:ManualMappingCuration
FBbt:00015037	dorsolateral domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:349	semapv:ManualMappingCuration
FBbt:00015037	dorsolateral domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:527	semapv:ManualMappingCuration
FBbt:00015038	dorsomedial domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:364	semapv:ManualMappingCuration
FBbt:00015038	dorsomedial domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:542	semapv:ManualMappingCuration
FBbt:00015039	ventrolateral domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:433	semapv:ManualMappingCuration
FBbt:00015039	ventrolateral domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:611	semapv:ManualMappingCuration
FBbt:00015040	ventromedial domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:449	semapv:ManualMappingCuration
FBbt:00015040	ventromedial domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:627	semapv:ManualMappingCuration
FBbt:00015041	central domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:300	semapv:ManualMappingCuration
FBbt:00015041	central domain of larval maxillary neuromere	skos:exactMatch	larvalbrain_neuropil:478	semapv:ManualMappingCuration
FBbt:00015042	centrolateral domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:306	semapv:ManualMappingCuration
FBbt:00015042	centrolateral domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:484	semapv:ManualMappingCuration
FBbt:00015043	centromedial domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:320	semapv:ManualMappingCuration
FBbt:00015043	centromedial domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:498	semapv:ManualMappingCuration
FBbt:00015044	dorsolateral domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:339	semapv:ManualMappingCuration
FBbt:00015044	dorsolateral domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:517	semapv:ManualMappingCuration
FBbt:00015045	dorsomedial domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:353	semapv:ManualMappingCuration
FBbt:00015045	dorsomedial domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:531	semapv:ManualMappingCuration
FBbt:00015046	ventrolateral domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:423	semapv:ManualMappingCuration
FBbt:00015046	ventrolateral domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:601	semapv:ManualMappingCuration
FBbt:00015047	ventromedial domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:438	semapv:ManualMappingCuration
FBbt:00015047	ventromedial domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:616	semapv:ManualMappingCuration
FBbt:00015048	central domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:290	semapv:ManualMappingCuration
FBbt:00015048	central domain of larval A1 neuromere	skos:exactMatch	larvalbrain_neuropil:468	semapv:ManualMappingCuration
FBbt:00015049	centrolateral domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:307	semapv:ManualMappingCuration
FBbt:00015049	centrolateral domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:485	semapv:ManualMappingCuration
FBbt:00015050	centromedial domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:321	semapv:ManualMappingCuration
FBbt:00015050	centromedial domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:499	semapv:ManualMappingCuration
FBbt:00015051	dorsolateral domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:340	semapv:ManualMappingCuration
FBbt:00015051	dorsolateral domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:518	semapv:ManualMappingCuration
FBbt:00015052	dorsomedial domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:354	semapv:ManualMappingCuration
FBbt:00015052	dorsomedial domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:532	semapv:ManualMappingCuration
FBbt:00015053	ventrolateral domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:424	semapv:ManualMappingCuration
FBbt:00015053	ventrolateral domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:602	semapv:ManualMappingCuration
FBbt:00015054	ventromedial domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:439	semapv:ManualMappingCuration
FBbt:00015054	ventromedial domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:617	semapv:ManualMappingCuration
FBbt:00015055	central domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:291	semapv:ManualMappingCuration
FBbt:00015055	central domain of larval A2 neuromere	skos:exactMatch	larvalbrain_neuropil:469	semapv:ManualMappingCuration
FBbt:00015056	centrolateral domain of larval A3 neuromere	skos:exactMatch	larvalbrain_neuropil:308	semapv:ManualMappingCuration
FBbt:00015056	centrolateral domain of larval A3 neuromere	skos:exactMatch	larvalbrain_neuropil:486	semapv:ManualMappingCuration
FBbt:00015057	centromedial domain of larval A3 neuromere	skos:exactMatch	larvalbrain_neuropil:322	semapv:ManualMappingCuration
FBbt:00015057	centromedial domain of larval A3 neuromere	skos:exactMatch	larvalbrain_neuropil:500	semapv:ManualMappingCuration
FBbt:00015058	dorsolateral domain of larval A3 neuromere	skos:exactMatch	larvalbrain_neuropil:341	semapv:ManualMappingCuration
FBbt:00015058	dorsolateral domain of larval A3 neuromere	skos:exactMatch	larvalbrain_neuropil:519	semapv:ManualMappingCuration
